Partner,Scope,Program Role,Organization Type,Country*
Airbus,"All Airbus products (supported products and end-of-life/end-of-service products), as well as vulnerabilities in third-party software discovered by Airbus that are not in another CNA’s scope.",CNA,"Vendor, Researcher",Netherlands
